# Generated by MIB Walker
# Version 10.10.201
# 28/12/2017 04:49:49 p.m.
#
# MIB Walk of 10.12.13.2
MIB	OID	Name	Type	Value
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.3.5377.2	enterprises.34592.1.3.3.12.3.1.1.5.1.3.5377.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.257.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.257.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.257.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.257.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.513.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.513.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.513.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.513.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1025.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1025.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1025.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1025.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1281.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1281.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1281.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1281.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1537.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1537.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.1537.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.1537.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.2305.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.2305.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.2305.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.2305.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.2817.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.2817.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.2817.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.2817.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.3073.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.3073.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.3073.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.3073.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.3841.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.3841.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.3841.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.3841.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.5633.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.5633.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.5633.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.5633.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.6401.1	enterprises.34592.1.3.3.12.3.1.1.5.1.5.6401.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.5.6401.2	enterprises.34592.1.3.3.12.3.1.1.5.1.5.6401.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.257.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.257.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.257.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.257.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1025.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1025.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1025.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1025.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1281.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1281.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1281.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1281.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1537.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1537.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1537.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1537.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1793.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1793.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.1793.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.1793.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.2049.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.2049.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.2049.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.2049.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.2305.1	enterprises.34592.1.3.3.12.3.1.1.5.1.6.2305.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.6.2305.2	enterprises.34592.1.3.3.12.3.1.1.5.1.6.2305.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.257.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.257.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.257.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.257.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.513.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.513.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.513.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.513.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.1793.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.1793.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.1793.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.1793.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2305.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2305.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2305.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2305.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2561.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2561.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2561.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2561.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2817.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2817.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.2817.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.2817.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3073.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3073.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3073.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3073.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3329.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3329.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3329.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3329.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3585.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3585.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3585.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3585.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3841.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3841.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.3841.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.3841.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.4353.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.4353.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.4353.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.4353.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.4609.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.4609.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.4609.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.4609.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5121.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5121.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5121.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5121.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5377.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5377.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5377.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5377.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5889.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5889.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.5889.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.5889.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.6145.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.6145.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.6145.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.6145.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.6401.1	enterprises.34592.1.3.3.12.3.1.1.5.1.7.6401.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.7.6401.2	enterprises.34592.1.3.3.12.3.1.1.5.1.7.6401.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.257.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.257.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.257.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.257.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.513.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.513.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.513.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.513.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.769.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.769.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.769.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.769.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1281.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1281.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1281.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1281.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1537.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1537.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1537.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1537.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1793.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1793.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.1793.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.1793.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2049.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2049.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2049.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2049.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2305.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2305.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2305.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2305.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2561.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2561.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2561.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2561.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2817.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2817.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.2817.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.2817.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3073.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3073.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3073.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3073.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3329.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3329.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3329.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3329.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3585.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3585.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3585.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3585.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3841.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3841.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.3841.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.3841.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.4097.1	enterprises.34592.1.3.3.12.3.1.1.5.1.8.4097.1		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.12.3.1.1.5.1.8.4097.2	enterprises.34592.1.3.3.12.3.1.1.5.1.8.4097.2		1
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.1	enterprises.34592.1.3.3.13.1.1.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.2	enterprises.34592.1.3.3.13.1.1.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.3	enterprises.34592.1.3.3.13.1.1.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.4	enterprises.34592.1.3.3.13.1.1.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.5	enterprises.34592.1.3.3.13.1.1.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.6	enterprises.34592.1.3.3.13.1.1.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.7	enterprises.34592.1.3.3.13.1.1.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.1.8	enterprises.34592.1.3.3.13.1.1.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.1	enterprises.34592.1.3.3.13.1.2.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.2	enterprises.34592.1.3.3.13.1.2.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.3	enterprises.34592.1.3.3.13.1.2.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.4	enterprises.34592.1.3.3.13.1.2.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.5	enterprises.34592.1.3.3.13.1.2.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.6	enterprises.34592.1.3.3.13.1.2.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.7	enterprises.34592.1.3.3.13.1.2.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.13.1.2.8	enterprises.34592.1.3.3.13.1.2.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.1	enterprises.34592.1.3.3.14.1.1.1.1		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.2	enterprises.34592.1.3.3.14.1.1.1.2		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.3	enterprises.34592.1.3.3.14.1.1.1.3		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.4	enterprises.34592.1.3.3.14.1.1.1.4		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.5	enterprises.34592.1.3.3.14.1.1.1.5		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.6	enterprises.34592.1.3.3.14.1.1.1.6		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.7	enterprises.34592.1.3.3.14.1.1.1.7		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.3.14.1.1.1.8	enterprises.34592.1.3.3.14.1.1.1.8		
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.1	enterprises.34592.1.3.4.1.1.2.1.1.1		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.2	enterprises.34592.1.3.4.1.1.2.1.1.2		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.3	enterprises.34592.1.3.4.1.1.2.1.1.3		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.4	enterprises.34592.1.3.4.1.1.2.1.1.4		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.5	enterprises.34592.1.3.4.1.1.2.1.1.5		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.1.6	enterprises.34592.1.3.4.1.1.2.1.1.6		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.2.3	enterprises.34592.1.3.4.1.1.2.1.2.3		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.4	enterprises.34592.1.3.4.1.1.2.1.3.4		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.6	enterprises.34592.1.3.4.1.1.2.1.3.6		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.8	enterprises.34592.1.3.4.1.1.2.1.3.8		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.9	enterprises.34592.1.3.4.1.1.2.1.3.9		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.13	enterprises.34592.1.3.4.1.1.2.1.3.13		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.14	enterprises.34592.1.3.4.1.1.2.1.3.14		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.16	enterprises.34592.1.3.4.1.1.2.1.3.16		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.17	enterprises.34592.1.3.4.1.1.2.1.3.17		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.18	enterprises.34592.1.3.4.1.1.2.1.3.18		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.19	enterprises.34592.1.3.4.1.1.2.1.3.19		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.20	enterprises.34592.1.3.4.1.1.2.1.3.20		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.3.21	enterprises.34592.1.3.4.1.1.2.1.3.21		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.1	enterprises.34592.1.3.4.1.1.2.1.5.1		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.2	enterprises.34592.1.3.4.1.1.2.1.5.2		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.3	enterprises.34592.1.3.4.1.1.2.1.5.3		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.4	enterprises.34592.1.3.4.1.1.2.1.5.4		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.5	enterprises.34592.1.3.4.1.1.2.1.5.5		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.6	enterprises.34592.1.3.4.1.1.2.1.5.6		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.9	enterprises.34592.1.3.4.1.1.2.1.5.9		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.11	enterprises.34592.1.3.4.1.1.2.1.5.11		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.12	enterprises.34592.1.3.4.1.1.2.1.5.12		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.15	enterprises.34592.1.3.4.1.1.2.1.5.15		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.22	enterprises.34592.1.3.4.1.1.2.1.5.22		16974085
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.5.25	enterprises.34592.1.3.4.1.1.2.1.5.25		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.1	enterprises.34592.1.3.4.1.1.2.1.6.1		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.3	enterprises.34592.1.3.4.1.1.2.1.6.3		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.4	enterprises.34592.1.3.4.1.1.2.1.6.4		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.5	enterprises.34592.1.3.4.1.1.2.1.6.5		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.6	enterprises.34592.1.3.4.1.1.2.1.6.6		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.7	enterprises.34592.1.3.4.1.1.2.1.6.7		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.8	enterprises.34592.1.3.4.1.1.2.1.6.8		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.6.9	enterprises.34592.1.3.4.1.1.2.1.6.9		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.7.1	enterprises.34592.1.3.4.1.1.2.1.7.1		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.7.2	enterprises.34592.1.3.4.1.1.2.1.7.2		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.7.3	enterprises.34592.1.3.4.1.1.2.1.7.3		875647831
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.2.1.7.7	enterprises.34592.1.3.4.1.1.2.1.7.7		875647831
